-404.52178955	-343.86666870	13.09896845
-402.52178955	-343.86666870	13.09170333
-400.52178955	-343.86666870	13.08084582
-398.52178955	-343.86666870	13.08197224
-396.52178955	-343.86666870	13.08197287
-394.52178955	-343.86666870	13.08188387
-392.52178955	-343.86666870	13.08113913
-390.52178955	-343.86666870	13.07846068
-388.52178955	-343.86666870	13.07533590
-386.52178955	-343.86666870	13.05650429
-384.52178955	-343.86666870	12.83363628
-382.52178955	-343.86666870	12.87302208
-380.52178955	-343.86666870	13.06174636
-378.52178955	-343.86666870	13.06185561
-376.52178955	-343.86666870	12.94489384
-374.52178955	-343.86666870	12.93530464
-372.52178955	-343.86666870	12.99851131
-370.52178955	-343.86666870	13.19903755
-368.52178955	-343.86666870	12.99410534
-366.52178955	-343.86666870	12.93017006
-364.52178955	-343.86666870	13.03161144
-362.52178955	-343.86666870	13.03292656
-360.52178955	-343.86666870	12.89227867
-358.52178955	-343.86666870	12.80425549
-356.52178955	-343.86666870	12.94666100
-354.52178955	-343.86666870	13.01965809
-352.52178955	-343.86666870	13.07319282
-350.52178955	-343.86666870	13.07868504
-348.52178955	-343.86666870	13.08049081
-346.52178955	-343.86666870	13.08153640
-344.52178955	-343.86666870	13.08183181
-342.52178955	-343.86666870	13.08189061
-340.52178955	-343.86666870	13.08147451
-338.52178955	-343.86666870	13.07974267
-336.52178955	-343.86666870	13.07815897
-334.52178955	-343.86666870	13.06511886
-332.52178955	-343.86666870	12.93174362
-330.52178955	-343.86666870	13.06836518
-328.52178955	-343.86666870	13.07768280
-326.52178955	-343.86666870	13.07953609
-324.52178955	-343.86666870	13.08023240
-322.52178955	-343.86666870	13.07781128
-320.52178955	-343.86666870	13.07436997
-318.52178955	-343.86666870	13.05403000
-316.52178955	-343.86666870	12.80922508
-314.52178955	-343.86666870	12.80249977
-312.52178955	-343.86666870	12.95954704
-310.52178955	-343.86666870	12.84168720
-308.52178955	-343.86666870	12.98795509
-306.52178955	-343.86666870	13.07290363
-304.52178955	-343.86666870	13.07638116
-302.52178955	-343.86666870	13.07981156
-300.52178955	-343.86666870	13.08105957
-298.52178955	-343.86666870	13.08175679
-296.52178955	-343.86666870	13.08196584
-294.52178955	-343.86666870	13.08204688
-292.52178955	-343.86666870	13.08207921
-290.52178955	-343.86666870	13.08209147
-288.52178955	-343.86666870	13.08209669
-286.52178955	-343.86666870	13.08209881
-284.52178955	-343.86666870	13.08210181
-282.52178955	-343.86666870	13.08210545
-280.52178955	-343.86666870	13.08217080
-278.52178955	-343.86666870	13.08251844
-276.52178955	-343.86666870	13.08286312
-274.52178955	-343.86666870	13.08062922
-272.52178955	-343.86666870	13.14690971
-270.52178955	-343.86666870	13.10394955
-268.52178955	-343.86666870	13.06238174
-266.52178955	-343.86666870	13.29939175
-264.52178955	-343.86666870	13.64524078
-262.52178955	-343.86666870	13.03115177
-260.52178955	-343.86666870	13.07456124
-258.52178955	-343.86666870	13.08098782
-256.52178955	-343.86666870	13.07449481
-254.52178955	-343.86666870	13.06321144
-252.52178955	-343.86666870	13.07517460
-250.52178955	-343.86666870	13.07251525
-248.52178955	-343.86666870	13.04628181
-246.52178955	-343.86666870	13.07558678
-244.52178955	-343.86666870	13.07826159
-242.52178955	-343.86666870	13.12932491
-240.52178955	-343.86666870	13.11281586
-238.52178955	-343.86666870	13.09005962
-236.52178955	-343.86666870	13.30534935
-234.52178955	-343.86666870	13.06258610
-232.52178955	-343.86666870	13.17479610
-230.52178955	-343.86666870	12.78340816
-228.52178955	-343.86666870	12.75617218
-226.52178955	-343.86666870	12.81040001
-224.52178955	-343.86666870	12.80115795
-222.52178955	-343.86666870	12.77166893
-220.52178955	-343.86666870	12.81842358
-218.52178955	-343.86666870	11.73400784
-216.52178955	-343.86666870	11.85844326
-214.52178955	-343.86666870	12.95788043
-212.52178955	-343.86666870	12.96875095
-210.52178955	-343.86666870	13.07041914
-208.52178955	-343.86666870	13.06561756
-206.52178955	-343.86666870	13.08221173
-204.52178955	-343.86666870	13.19715309
-202.52178955	-343.86666870	13.21667957
-200.52178955	-343.86666870	13.16755104
-198.52178955	-343.86666870	13.07314110
-196.52178955	-343.86666870	13.40221977
-194.52178955	-343.86666870	13.58287430
-192.52178955	-343.86666870	13.69960880
-190.52178955	-343.86666870	13.42153645
-188.52178955	-343.86666870	13.42451191
-186.52178955	-343.86666870	13.64373016
-184.52178955	-343.86666870	13.59720012
-182.52178955	-343.86666870	13.77755165
-180.52178955	-343.86666870	13.58420867
-178.52178955	-343.86666870	13.51858616
-176.52178955	-343.86666870	13.58138150
-174.52178955	-343.86666870	13.58618983
-172.52178955	-343.86666870	13.58721138
-170.52178955	-343.86666870	13.58800178
-168.52178955	-343.86666870	13.58824948
-166.52178955	-343.86666870	13.58834557
-164.52178955	-343.86666870	13.58838782
-162.52178955	-343.86666870	13.58840478
-160.52178955	-343.86666870	13.58841207
-158.52178955	-343.86666870	13.58841533
-156.52178955	-343.86666870	13.58841693
-154.52178955	-343.86666870	13.58841814
-152.52178955	-343.86666870	13.58842002
-150.52178955	-343.86666870	13.58842397
-148.52178955	-343.86666870	13.58843696
-146.52178955	-343.86666870	13.58848757
-144.52178955	-343.86666870	13.58872043
-142.52178955	-343.86666870	13.58942704
-140.52178955	-343.86666870	13.59114697
-138.52178955	-343.86666870	13.59458557
-136.52178955	-343.86666870	13.69397068
-134.52178955	-343.86666870	13.84437752
-132.52178955	-343.86666870	13.60054680
-130.52178955	-343.86666870	13.59236282
-128.52178955	-343.86666870	13.59051560
-126.52178955	-343.86666870	13.58920991
-124.52178955	-343.86666870	13.58875507
-122.52178955	-343.86666870	13.58856941
